eco;name;pgn;parent;move_count;id;path_png;path_webp;path_svg;complex;color
D02;P00;1. d4 d5 2. Nf3 Nf6 3. c4 c6 4. Nc3 e6 5. e3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3;1. d4 d5 2. Nf3 Nf6 3. c4 c6 4. Nc3 e6 5. e3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5;15;7169;..shared/img/png/7169.png;..shared/img/webp/7169.webp;..shared/img/svg/7169.svg;P00;#f40bba
E09;Catalan Opening: Closed, Main Line;1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. g3 Be7 5. Bg2 O-O 6. O-O Nbd7 7. Qc2 c6 8. Nbd2;1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. g3 Be7 5. Bg2 O-O 6. O-O Nbd7 7. Qc2 c6;15;3131;..shared/img/png/3131.png;..shared/img/webp/3131.webp;..shared/img/svg/3131.svg;Catalan Opening;#995a9b
E12;P00;1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3 d5 5. cxd5 exd5 6. Bg5 Be7 7. e3 O-O 8. Bd3;1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3 d5 5. cxd5 exd5 6. Bg5 Be7 7. e3 O-O;15;7223;..shared/img/png/7223.png;..shared/img/webp/7223.webp;..shared/img/svg/7223.svg;P00;#4f397e
A37;P00;1. Nf3 c5 2. c4 Nf6 3. Nc3 e6 4. g3 b6 5. Bg2 Bb7 6. O-O Be7 7. d4 cxd4 8. Qxd4;1. Nf3 c5 2. c4 Nf6 3. Nc3 e6 4. g3 b6 5. Bg2 Bb7 6. O-O Be7 7. d4 cxd4;15;3968;..shared/img/png/3968.png;..shared/img/webp/3968.webp;..shared/img/svg/3968.svg;P00;#77e8d9
D01;P00;1. d4 d5 2. Nc3 Nf6 3. Bg5 e6 4. e4 Bb4 5. e5 h6 6. exf6 hxg5 7. fxg7 Rg8 8. h4;1. d4 d5 2. Nc3 Nf6 3. Bg5 e6 4. e4 Bb4 5. e5 h6 6. exf6 hxg5 7. fxg7 Rg8;15;5350;..shared/img/png/5350.png;..shared/img/webp/5350.webp;..shared/img/svg/5350.svg;P00;#99ba5b
C49;P00;1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Ne7 8. Nh4;1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Ne7;15;6127;..shared/img/png/6127.png;..shared/img/webp/6127.webp;..shared/img/svg/6127.svg;P00;#a53d93
C06;French Defense: Tarrasch Variation, Closed Variation, Main Line;1. e4 e6 2. d4 d5 3. Nd2 Nf6 4. e5 Nfd7 5. Bd3 c5 6. c3 Nc6 7. Ne2 cxd4 8. cxd4;1. e4 e6 2. d4 d5 3. Nd2 Nf6 4. e5 Nfd7 5. Bd3 c5 6. c3 Nc6 7. Ne2 cxd4;15;1516;..shared/img/png/1516.png;..shared/img/webp/1516.webp;..shared/img/svg/1516.svg;French Defense;#0b66da
C44;P00;1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bc5 5. Ng5 Nh6 6. Nxf7 Nxf7 7. Bxf7+ Kxf7;1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bc5 5. Ng5 Nh6 6. Nxf7 Nxf7 7. Bxf7+;14;5969;..shared/img/png/5969.png;..shared/img/webp/5969.webp;..shared/img/svg/5969.svg;P00;#c8d841
D58;P00;1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Be7 5. Bg5 h6 6. Bxf6 Bxf6 7. e3 O-O 8. Rc1;1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Be7 5. Bg5 h6 6. Bxf6 Bxf6 7. e3 O-O;15;7214;..shared/img/png/7214.png;..shared/img/webp/7214.webp;..shared/img/svg/7214.svg;P00;#f4a669
B21;P00;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 a6 7. O-O b5 8. Bb3;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 a6 7. O-O b5;15;4835;..shared/img/png/4835.png;..shared/img/webp/4835.webp;..shared/img/svg/4835.svg;P00;#c1befd
B23;P00;1. e4 c5 2. Nc3 d6 3. f4 Nc6 4. Nf3 g6 5. d4 cxd4 6. Nxd4 Bg7 7. Be3 Nf6 8. Be2;1. e4 c5 2. Nc3 d6 3. f4 Nc6 4. Nf3 g6 5. d4 cxd4 6. Nxd4 Bg7 7. Be3 Nf6;15;5135;..shared/img/png/5135.png;..shared/img/webp/5135.webp;..shared/img/svg/5135.svg;P00;#c47c10
B21;P00;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Bc4 e6 6. Nf3 d6 7. O-O a6 8. Qe2;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Bc4 e6 6. Nf3 d6 7. O-O a6;15;4838;..shared/img/png/4838.png;..shared/img/webp/4838.webp;..shared/img/svg/4838.svg;P00;#c1befd
B03;P00;1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Nc6 7. Be3 Bf5 8. Nc3;1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Nc6 7. Be3 Bf5;15;4562;..shared/img/png/4562.png;..shared/img/webp/4562.webp;..shared/img/svg/4562.svg;P00;#c50005
D37;P00;1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Be7 5. Bf4 O-O 6. e3 c5 7. dxc5 Bxc5 8. Qc2;1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Be7 5. Bf4 O-O 6. e3 c5 7. dxc5 Bxc5;15;6985;..shared/img/png/6985.png;..shared/img/webp/6985.webp;..shared/img/svg/6985.svg;P00;#5701bc
C42;P00;1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Bd6 7. O-O O-O 8. c4;1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Bd6 7. O-O O-O;15;5912;..shared/img/png/5912.png;..shared/img/webp/5912.webp;..shared/img/svg/5912.svg;P00;#404563
D62;Queen's Gambit Declined: Orthodox Defense, Rubinstein Variation, Flohr Line;1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Be7 5. Bg5 O-O 6. e3 Nbd7 7. Qc2 c5 8. cxd5;1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Be7 5. Bg5 O-O 6. e3 Nbd7 7. Qc2 c5;15;3018;..shared/img/png/3018.png;..shared/img/webp/3018.webp;..shared/img/svg/3018.svg;Queen's Gambit Declined;#bd9cef
B43;Sicilian Defense: Kan Variation, Wing Attack, Christiansen's Dream;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Bd3 Qb6 7. Be3 Bc5 8. Qg4;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Bd3 Qb6 7. Be3 Bc5;15;1279;..shared/img/png/1279.png;..shared/img/webp/1279.webp;..shared/img/svg/1279.svg;Sicilian Defense;#c5d04d
E07;P00;1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Qc2 c6 8. Nbd2;1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Qc2 c6;15;7572;..shared/img/png/7572.png;..shared/img/webp/7572.webp;..shared/img/svg/7572.svg;P00;#c7ac12
C25;P00;1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. d4 g4 6. Bc4 gxf3 7. O-O d5 8. exd5;1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. d4 g4 6. Bc4 gxf3 7. O-O d5;15;5530;..shared/img/png/5530.png;..shared/img/webp/5530.webp;..shared/img/svg/5530.svg;P00;#75c7da
D30;P00;1. d4 d5 2. c4 e6 3. Nf3 c5 4. cxd5 exd5 5. g3 Nc6 6. Bg2 Nf6 7. O-O Be7 8. Nc3;1. d4 d5 2. c4 e6 3. Nf3 c5 4. cxd5 exd5 5. g3 Nc6 6. Bg2 Nf6 7. O-O Be7;15;6937;..shared/img/png/6937.png;..shared/img/webp/6937.webp;..shared/img/svg/6937.svg;P00;#1a7c60
C51;P00;1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. b5 Na5 6. Nxe5 Nh6 7. d4 d6 8. Bxh6;1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. b5 Na5 6. Nxe5 Nh6 7. d4 d6;15;6164;..shared/img/png/6164.png;..shared/img/webp/6164.webp;..shared/img/svg/6164.svg;P00;#2b6cad
C47;P00;1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Ne5 7. f4 Ng6 8. e5;1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Ne5 7. f4 Ng6;15;6056;..shared/img/png/6056.png;..shared/img/webp/6056.webp;..shared/img/svg/6056.svg;P00;#c9278a
C52;Italian Game: Evans Gambit, Waller Attack;1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O d6 8. Qb3;1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O d6;15;2293;..shared/img/png/2293.png;..shared/img/webp/2293.webp;..shared/img/svg/2293.svg;Italian Game;#e91394
B82;Sicilian Defense: Scheveningen Variation, Tal Variation;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. f4 Nc6 7. Be3 Be7 8. Qf3;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. f4 Nc6 7. Be3 Be7;15;1395;..shared/img/png/1395.png;..shared/img/webp/1395.webp;..shared/img/svg/1395.svg;Sicilian Defense;#f05f13
A10;P00;1. c4 g6 2. Nc3 Bg7 3. e3 Nf6 4. d4 O-O 5. Nf3 d6 6. Be2 Nbd7 7. O-O e5 8. dxe5;1. c4 g6 2. Nc3 Bg7 3. e3 Nf6 4. d4 O-O 5. Nf3 d6 6. Be2 Nbd7 7. O-O e5;15;3820;..shared/img/png/3820.png;..shared/img/webp/3820.webp;..shared/img/svg/3820.svg;P00;#47a168
C32;P00;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Nf3 Bc5 7. Qe2 Bf5 8. g4;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Nf3 Bc5 7. Qe2 Bf5;15;5655;..shared/img/png/5655.png;..shared/img/webp/5655.webp;..shared/img/svg/5655.svg;P00;#17a9de
E25;P00;1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3 d5 5. a3 Bxc3+ 6. bxc3 c5 7. e3 O-O 8. cxd5;1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3 d5 5. a3 Bxc3+ 6. bxc3 c5 7. e3 O-O;15;7674;..shared/img/png/7674.png;..shared/img/webp/7674.webp;..shared/img/svg/7674.svg;P00;#6c4391
C32;King's Gambit Declined: Falkbeer Countergambit, Charousek Variation;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Qe2 Qxd5 7. Nd2 f5 8. g4;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Qe2 Qxd5 7. Nd2 f5;15;1819;..shared/img/png/1819.png;..shared/img/webp/1819.webp;..shared/img/svg/1819.svg;King's Gambit Declined;#17a9de
E20;P00;1. d4 Nf6 2. c4 e6 3. Nc3 c5 4. Nf3 d5 5. cxd5 exd5 6. g3 Nc6 7. Bg2 Be7 8. O-O;1. d4 Nf6 2. c4 e6 3. Nc3 c5 4. Nf3 d5 5. cxd5 exd5 6. g3 Nc6 7. Bg2 Be7;15;6949;..shared/img/png/6949.png;..shared/img/webp/6949.webp;..shared/img/svg/6949.svg;P00;#655526
D31;P00;1. d4 d5 2. c4 e6 3. Nc3 c6 4. e3 Nf6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3;1. d4 d5 2. c4 e6 3. Nc3 c6 4. e3 Nf6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5;15;7123;..shared/img/png/7123.png;..shared/img/webp/7123.webp;..shared/img/svg/7123.svg;P00;#4ffefb
D75;Neo-Grünfeld Defense: Delayed Exchange Variation;1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 O-O 5. g3 d5 6. cxd5 Nxd5 7. Bg2 c5 8. O-O;1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 O-O 5. g3 d5 6. cxd5 Nxd5 7. Bg2 c5;15;3045;..shared/img/png/3045.png;..shared/img/webp/3045.webp;..shared/img/svg/3045.svg;Neo-Grünfeld Defense;#0b0ad5
C12;P00;1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bd2 Bxc3 7. bxc3 Ne4 8. Qg4;1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bd2 Bxc3 7. bxc3 Ne4;15;5363;..shared/img/png/5363.png;..shared/img/webp/5363.webp;..shared/img/svg/5363.svg;P00;#669889
D47;P00;1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3;1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5;15;7111;..shared/img/png/7111.png;..shared/img/webp/7111.webp;..shared/img/svg/7111.svg;P00;#df0d78
D53;P00;1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 b6 8. cxd5;1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 b6;15;7304;..shared/img/png/7304.png;..shared/img/webp/7304.webp;..shared/img/svg/7304.svg;P00;#1ac150
B85;P00;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be2 a6 7. O-O Nf6 8. Kh1;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be2 a6 7. O-O Nf6;15;5191;..shared/img/png/5191.png;..shared/img/webp/5191.webp;..shared/img/svg/5191.svg;P00;#bd8ba8
C14;P00;1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. f4 O-O 8. Nf3;1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. f4 O-O;15;5379;..shared/img/png/5379.png;..shared/img/webp/5379.webp;..shared/img/svg/5379.svg;P00;#712856
B27;P00;1. e4 c5 2. Nf3 g6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Be2 Bg7 7. O-O O-O 8. Be3;1. e4 c5 2. Nf3 g6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Be2 Bg7 7. O-O O-O;15;5104;..shared/img/png/5104.png;..shared/img/webp/5104.webp;..shared/img/svg/5104.svg;P00;#48f8dc
C50;Blackburne Shilling Gambit;1. e4 e5 2. Nf3 Nc6 3. Bc4 Nd4 4. Nxe5 Qg5 5. Nxf7 Qxg2 6. Rf1 Qxe4+ 7. Be2 Nf3#;1. e4 e5 2. Nf3 Nc6 3. Bc4 Nd4 4. Nxe5 Qg5 5. Nxf7 Qxg2 6. Rf1 Qxe4+ 7. Be2;14;2224;..shared/img/png/2224.png;..shared/img/webp/2224.webp;..shared/img/svg/2224.svg;Blackburne Shilling Gambit;#7637c0
D98;P00;1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3 dxc4 6. Qxc4 O-O 7. e4 Bg4 8. Be3;1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3 dxc4 6. Qxc4 O-O 7. e4 Bg4;15;7496;..shared/img/png/7496.png;..shared/img/webp/7496.webp;..shared/img/svg/7496.svg;P00;#80f366
E63;P00;1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d6 6. O-O Nc6 7. Nc3 a6 8. h3 Rb8;1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d6 6. O-O Nc6 7. Nc3 a6 8. h3;16;7792;..shared/img/png/7792.png;..shared/img/webp/7792.webp;..shared/img/svg/7792.svg;P00;#c2747f
B21;P00;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 Qc7 7. Qe2 a6 8. O-O;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 Qc7 7. Qe2 a6;15;4829;..shared/img/png/4829.png;..shared/img/webp/4829.webp;..shared/img/svg/4829.svg;P00;#c1befd
C57;Italian Game: Two Knights Defense, Fritz, Gruber Variation;1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nd4 6. c3 b5 7. Bf1 Nxd5 8. Ne4;1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nd4 6. c3 b5 7. Bf1 Nxd5;15;2355;..shared/img/png/2355.png;..shared/img/webp/2355.webp;..shared/img/svg/2355.svg;Italian Game;#22d956
A15;P00;1. Nf3 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 O-O 5. d4 d6 6. Be2 e5 7. O-O Nc6 8. d5 Ne7;1. Nf3 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 O-O 5. d4 d6 6. Be2 e5 7. O-O Nc6 8. d5;16;7887;..shared/img/png/7887.png;..shared/img/webp/7887.webp;..shared/img/svg/7887.svg;P00;#47377d
D17;P00;1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5 Nbd7 7. Nxc4 Qc7 8. g3;1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5 Nbd7 7. Nxc4 Qc7;15;6790;..shared/img/png/6790.png;..shared/img/webp/6790.webp;..shared/img/svg/6790.svg;P00;#7e701a
C77;Ruy Lopez: Wormald Attack, Grünfeld Variation;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. Qe2 b5 6. Bb3 Be7 7. d4 d6 8. c3 Bg4;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. Qe2 b5 6. Bb3 Be7 7. d4 d6 8. c3;16;2506;..shared/img/png/2506.png;..shared/img/webp/2506.webp;..shared/img/svg/2506.svg;Ruy Lopez;#d1f648
E68;P00;1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d6 6. O-O Nbd7 7. Nc3 e5 8. e4 c6;1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d6 6. O-O Nbd7 7. Nc3 e5 8. e4;16;7826;..shared/img/png/7826.png;..shared/img/webp/7826.webp;..shared/img/svg/7826.svg;P00;#1b2a18
B47;P00;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be2 a6 7. O-O Nf6 8. Be3;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be2 a6 7. O-O Nf6;15;5178;..shared/img/png/5178.png;..shared/img/webp/5178.webp;..shared/img/svg/5178.svg;P00;#a0231e
D85;Grünfeld Defense: Exchange Variation, Modern Exchange Variation, Kramnik's Line;1. d4 Nf6 2. Nf3 g6 3. c4 Bg7 4. Nc3 d5 5. cxd5 Nxd5 6. e4 Nxc3 7. bxc3 c5 8. h3;1. d4 Nf6 2. Nf3 g6 3. c4 Bg7 4. Nc3 d5 5. cxd5 Nxd5 6. e4 Nxc3 7. bxc3 c5;15;3069;..shared/img/png/3069.png;..shared/img/webp/3069.webp;..shared/img/svg/3069.svg;Grünfeld Defense;#111a1f
C41;P00;1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 Nf6 5. Nc3 Be7 6. Be2 O-O 7. O-O c5 8. Nf3;1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 Nf6 5. Nc3 Be7 6. Be2 O-O 7. O-O c5;15;5838;..shared/img/png/5838.png;..shared/img/webp/5838.webp;..shared/img/svg/5838.svg;P00;#ca6c8e
D75;Neo-Grünfeld Defense: Delayed Exchange Variation;1. d4 Nf6 2. Nf3 g6 3. c4 Bg7 4. g3 O-O 5. Bg2 d5 6. cxd5 Nxd5 7. O-O c5 8. dxc5;1. d4 Nf6 2. Nf3 g6 3. c4 Bg7 4. g3 O-O 5. Bg2 d5 6. cxd5 Nxd5 7. O-O c5;15;3046;..shared/img/png/3046.png;..shared/img/webp/3046.webp;..shared/img/svg/3046.svg;Neo-Grünfeld Defense;#0b0ad5
C19;P00;1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Qc7 8. Qxg7;1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Qc7;15;5412;..shared/img/png/5412.png;..shared/img/webp/5412.webp;..shared/img/svg/5412.svg;P00;#943355
B72;Sicilian Defense: Dragon Variation, Classical Variation, Amsterdam Variation;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Be2 g6 7. Be3 Bg7 8. Qd2;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Be2 g6 7. Be3 Bg7;15;1362;..shared/img/png/1362.png;..shared/img/webp/1362.webp;..shared/img/svg/1362.svg;Sicilian Defense;#cd6ff7
B33;P00;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6;15;4935;..shared/img/png/4935.png;..shared/img/webp/4935.webp;..shared/img/svg/4935.svg;P00;#26095b
B72;Sicilian Defense: Dragon Variation, Classical Variation;1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. Be2 Nc6 8. Nb3;1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. Be2 Nc6;15;1361;..shared/img/png/1361.png;..shared/img/webp/1361.webp;..shared/img/svg/1361.svg;Sicilian Defense;#cd6ff7
D37;P00;1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. Nf3 Be7 5. Bg5 O-O 6. e3 Nbd7 7. Rc1 c6 8. a3 a6;1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. Nf3 Be7 5. Bg5 O-O 6. e3 Nbd7 7. Rc1 c6 8. a3;16;7309;..shared/img/png/7309.png;..shared/img/webp/7309.webp;..shared/img/svg/7309.svg;P00;#5701bc
C42;P00;1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Nc6 7. O-O Be7 8. Re1;1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Nc6 7. O-O Be7;15;5906;..shared/img/png/5906.png;..shared/img/webp/5906.webp;..shared/img/svg/5906.svg;P00;#404563
E97;P00;1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nc6 8. d5 Ne7;1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nc6 8. d5;16;7883;..shared/img/png/7883.png;..shared/img/webp/7883.webp;..shared/img/svg/7883.svg;P00;#7f1385
D31;P00;1. d4 d5 2. c4 e6 3. Nc3 c6 4. Nf3 dxc4 5. a4 Bb4 6. e3 Bxc3+ 7. bxc3 b5 8. axb5;1. d4 d5 2. c4 e6 3. Nc3 c6 4. Nf3 dxc4 5. a4 Bb4 6. e3 Bxc3+ 7. bxc3 b5;15;6915;..shared/img/png/6915.png;..shared/img/webp/6915.webp;..shared/img/svg/6915.svg;P00;#4ffefb
C52;P00;1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O d6 8. cxd4;1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O d6;15;6186;..shared/img/png/6186.png;..shared/img/webp/6186.webp;..shared/img/svg/6186.svg;P00;#e91394
E37;P00;1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Ne4 7. Qc2 Nc6 8. e3;1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Ne4 7. Qc2 Nc6;15;7710;..shared/img/png/7710.png;..shared/img/webp/7710.webp;..shared/img/svg/7710.svg;P00;#df19ff
E93;P00;1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. d5 Nbd7 8. Bg5 h6;1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. d5 Nbd7 8. Bg5;16;7871;..shared/img/png/7871.png;..shared/img/webp/7871.webp;..shared/img/svg/7871.svg;P00;#e85919
B51;P00;1. e4 c5 2. Nf3 d6 3. Bb5+ Nc6 4. O-O Bd7 5. c3 Nf6 6. Re1 a6 7. Bxc6 Bxc6 8. d4;1. e4 c5 2. Nf3 d6 3. Bb5+ Nc6 4. O-O Bd7 5. c3 Nf6 6. Re1 a6 7. Bxc6 Bxc6;15;5022;..shared/img/png/5022.png;..shared/img/webp/5022.webp;..shared/img/svg/5022.svg;P00;#8c19c4
C37;P00;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. e5 Qxe5 8. d3;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. e5 Qxe5;15;5713;..shared/img/png/5713.png;..shared/img/webp/5713.webp;..shared/img/svg/5713.svg;P00;#5a439d
